Year,Neighborhood,Category,Count
2015,Twin Peaks,All,289
2015,Visitacion Valley,All,923
2015,West of Twin Peaks,All,1521
2015,Western Addition,All,2784
2016,Bayview Hunters Point,All,4796
2016,Bernal Heights,All,1928
2016,Castro/Upper Market,All,2549
2016,Chinatown,All,1984
2016,Excelsior,All,801
2016,Financial District/South Beach,All,4022
2016,Glen Park,All,259
2016,Golden Gate Park,All,761
2016,Haight Ashbury,All,877
2016,Hayes Valley,All,1244
2016,Inner Richmond,All,683
2016,Inner Sunset,All,717
2016,Japantown,All,380
2016,Lakeshore,All,666
2016,Lincoln Park,All,12
2016,Lone Mountain/USF,All,727
2016,Marina,All,1206
2016,McLaren Park,All,61
2016,Mission,All,5566
2016,Mission Bay,All,744
2016,Nob Hill,All,1588
2016,Noe Valley,All,469
2016,North Beach,All,1597
2016,Oceanview/Merced/Ingleside,All,627
2016,Outer Mission,All,722
2016,Outer Richmond,All,1109
2016,Pacific Heights,All,1001
2016,Portola,All,476
2016,Potrero Hill,All,1061
2016,Presidio,All,23
2016,Presidio Heights,All,252
2016,Russian Hill,All,976
2016,Seacliff,All,44
2016,South of Market,All,6156
2016,Sunset/Parkside,All,1457
2016,Tenderloin,All,4842
2016,Treasure Island,All,84
2016,Twin Peaks,All,178
2016,Visitacion Valley,All,508
2016,West of Twin Peaks,All,992
2016,Western Addition,All,1982
2017,Bayview Hunters Point,All,3652
2017,Bernal Heights,All,1177
2017,Castro/Upper Market,All,2007
2017,Chinatown,All,1053
2017,Excelsior,All,1049
2017,Financial District/South Beach,All,4393
2017,Glen Park,All,327
2017,Golden Gate Park,All,749
2017,Haight Ashbury,All,1082
2017,Hayes Valley,All,1543
2017,Inner Richmond,All,866
2017,Inner Sunset,All,801
2017,Japantown,All,484
2017,Lakeshore,All,824
2017,Lincoln Park,All,12
2017,Lone Mountain/USF,All,873
2017,Marina,All,1470
2017,McLaren Park,All,87
2017,Mission,All,7735
2017,Mission Bay,All,781
2017,Nob Hill,All,1734
2017,Noe Valley,All,567
2017,North Beach,All,1919
2017,Oceanview/Merced/Ingleside,All,735
2017,Outer Mission,All,855
2017,Outer Richmond,All,1357
2017,Pacific Heights,All,995
2017,Portola,All,688
2017,Potrero Hill,All,1169
2017,Presidio,All,30
2017,Presidio Heights,All,313
2017,Russian Hill,All,1238
2017,Seacliff,All,64
2017,South of Market,All,7242
2017,Sunset/Parkside,All,1874
2017,Tenderloin,All,5939
2017,Treasure Island,All,104
2017,Twin Peaks,All,276
2017,Visitacion Valley,All,701
2017,West of Twin Peaks,All,1247
2017,Western Addition,All,2133
2003,All,All,88389
2004,All,All,87810
2005,All,All,84093
2006,All,All,81227
2007,All,All,81044
2008,All,All,83401
2009,All,All,82855
2010,All,All,78926
2011,All,All,77849
2012,All,All,83328
2013,All,All,91100
2014,All,All,82680
2015,All,All,78522
2016,All,All,56127
2017,All,All,62145
